decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,month,year,day,decade,lat_grid,lon_grid,phylum_enc,class_enc,order_enc,family_enc,taxonRank_enc,basisOfRecord_enc,season_enc,species_richness,TARGET_sighting_density
17.428037,73.742168,30.0,5,2013,5,2010,17.4,73.7,2,10,23,24,4,3,2,51,161
17.43577,73.650244,1000.0,7,2011,16,2010,17.4,73.7,2,12,8,40,4,3,0,51,505
17.794271,73.822161,1000.0,1,2019,25,2010,17.8,73.8,2,10,23,63,1,0,3,9,12
17.618355,73.85,5091.0,11,2008,19,2000,17.6,73.8,2,0,2,19,4,0,1,37,124
17.628277,73.776968,6575.0,12,2012,13,2010,17.6,73.8,2,10,23,0,4,0,3,37,156
17.593608,73.833738,261.0,9,1954,17,1950,17.6,73.8,2,9,15,10,4,0,0,37,146
17.399074,73.734236,200.0,6,2023,16,2020,17.4,73.7,2,0,2,6,4,3,0,51,219
17.437121,73.719258,1000.0,8,2024,13,2020,17.4,73.7,1,8,9,23,4,0,0,51,218
17.452398,73.47464,30732.0,10,1962,25,1960,17.5,73.5,2,4,23,16,4,0,1,37,138
17.530665,73.5233,1000.0,9,1989,28,1980,17.5,73.5,1,1,3,55,1,0,0,37,106
17.417461,73.705668,1000.0,12,2013,8,2010,17.4,73.7,1,8,9,23,4,1,3,51,503
17.423451,73.724746,1000.0,11,1952,26,1950,17.4,73.7,2,10,23,24,4,1,1,51,307
17.462107,73.710198,312.0,11,2013,13,2010,17.5,73.7,2,9,15,10,4,0,1,15,20
17.545018,73.48938,1000.0,11,1962,7,1960,17.5,73.5,2,0,2,46,4,3,1,37,114
17.38986,73.706976,200.0,1,2022,6,2020,17.4,73.7,2,0,12,32,4,3,3,51,388
17.392355,73.753062,1000.0,9,2011,17,2010,17.4,73.8,2,0,12,32,4,3,0,31,70
17.682008,73.587587,207.0,7,2010,7,2010,17.7,73.6,1,8,9,23,4,0,0,4,5
17.394619,73.709815,200.0,5,2022,18,2020,17.4,73.7,2,0,2,6,4,3,2,51,161
17.596666,73.809547,4151.0,9,1993,10,1990,17.6,73.8,1,1,17,7,4,0,0,37,146
17.394434,73.737965,200.0,8,2006,3,2000,17.4,73.7,2,0,2,6,4,3,0,51,218
17.435506,73.708543,1500.0,8,2022,7,2020,17.4,73.7,2,0,2,19,4,3,0,51,218
17.39637,73.730347,200.0,4,2024,2,2020,17.4,73.7,2,0,2,6,4,3,2,51,141
17.729038,73.804532,993.0,11,1989,18,1980,17.7,73.8,1,1,17,7,4,0,1,40,127
17.709296,73.838867,994.0,12,2022,10,2020,17.7,73.8,2,9,15,10,4,0,3,40,174
17.387574,73.738416,200.0,9,2022,14,2020,17.4,73.7,2,0,2,6,4,3,0,51,322
17.416742,73.718381,1000.0,9,2022,20,2020,17.4,73.7,1,8,9,23,4,0,0,51,322
17.458836,73.688616,3245.0,9,2024,7,2020,17.5,73.7,2,10,23,15,4,0,0,15,25
17.426568,73.651568,1000.0,12,1959,29,1950,17.4,73.7,2,12,8,40,4,3,3,51,503
17.53748,73.533796,1000.0,4,2018,7,2010,17.5,73.5,1,1,3,1,1,0,2,37,57
17.758755,73.795473,1000.0,11,2011,22,2010,17.8,73.8,2,10,23,15,4,0,1,9,11
17.369054,73.751432,3.06,12,2015,19,2010,17.4,73.8,2,9,16,50,4,3,3,31,88
17.550328,73.514689,1000.0,5,2017,29,2010,17.6,73.5,1,1,3,48,4,0,2,29,34
17.461602,73.848474,1000.0,5,1962,27,1960,17.5,73.8,1,2,1,53,4,3,2,20,18
17.707073,73.837233,1000.0,8,2022,14,2020,17.7,73.8,2,10,23,24,4,3,0,40,105
17.699738,73.810045,1000.0,7,1962,19,1960,17.7,73.8,2,0,2,47,4,3,0,40,210
17.733077,73.798587,1000.0,4,1954,13,1950,17.7,73.8,2,12,8,40,6,2,2,40,59
17.547811,73.506705,1000.0,10,1954,20,1950,17.5,73.5,1,1,3,48,4,0,1,37,138
17.744496,73.814695,1000.0,12,1961,7,1960,17.7,73.8,2,0,2,19,4,0,3,40,174
17.453376,73.470034,1826.0,9,1962,18,1960,17.5,73.5,2,0,2,19,4,0,0,37,106
17.432355,73.745027,1500.0,6,1964,7,1960,17.4,73.7,2,0,2,6,4,3,0,51,219
17.542702,73.494389,1000.0,8,2015,23,2010,17.5,73.5,2,0,2,19,4,3,0,37,84
17.700599,73.793499,1000.0,1,2023,31,2020,17.7,73.8,2,12,8,40,4,3,3,40,168
17.389098,73.738823,200.0,10,2016,10,2010,17.4,73.7,2,10,23,24,4,3,1,51,383
17.5536,73.525347,31.0,12,2019,7,2010,17.6,73.5,2,0,2,37,4,0,3,29,64
17.430574,73.714607,1500.0,11,2021,13,2020,17.4,73.7,2,0,2,19,4,3,1,51,307
17.518544,73.531167,50000.0,1,2010,25,2010,17.5,73.5,1,1,3,42,1,0,3,37,128
17.52509,73.504561,50000.0,11,2011,18,2010,17.5,73.5,1,1,3,1,1,0,1,37,114
17.741011,73.819894,205.0,8,2015,1,2010,17.7,73.8,2,10,23,0,4,0,0,40,105
17.411544,73.732761,200.0,5,2022,13,2020,17.4,73.7,2,0,2,6,4,3,2,51,161
17.454291,73.462216,1829.0,1,2008,29,2000,17.5,73.5,1,1,0,43,4,0,3,37,128
17.739932,73.832011,993.0,1,2013,17,2010,17.7,73.8,2,9,6,9,4,0,3,40,168
17.703283,73.82071,1000.0,10,2003,1,2000,17.7,73.8,2,0,2,47,4,3,1,40,200
17.414975,73.731385,100.0,9,2022,15,2020,17.4,73.7,2,0,12,32,4,3,0,51,322
17.454462,73.83475,1000.0,7,2011,5,2010,17.5,73.8,2,12,8,40,6,2,0,20,57
17.543792,73.494987,31.0,8,2008,1,2000,17.5,73.5,2,10,23,20,4,0,0,37,84
17.578555,73.809461,4151.0,8,2023,12,2020,17.6,73.8,2,0,2,41,4,0,0,37,96
17.382826,73.656552,1000.0,3,2012,25,2010,17.4,73.7,2,9,15,10,4,0,2,51,73
17.419022,73.717065,1000.0,9,2014,7,2010,17.4,73.7,2,10,23,24,4,1,0,51,322
17.401327,73.667456,1000.0,10,2013,8,2010,17.4,73.7,2,9,15,10,4,0,1,51,383
17.54436,73.519141,5321.0,10,2008,1,2000,17.5,73.5,2,9,16,50,4,0,1,37,138
17.420095,73.707353,200.0,9,1989,13,1980,17.4,73.7,2,0,2,6,4,3,0,51,322
17.684429,73.529796,1000.0,1,1962,11,1960,17.7,73.5,2,12,14,12,4,3,3,7,47
17.406806,73.735945,200.0,8,2021,23,2020,17.4,73.7,2,0,2,6,4,3,0,51,218
17.440941,73.812858,1000.0,10,2014,1,2010,17.4,73.8,2,0,2,37,4,0,1,31,55
17.55565,73.795381,4157.0,6,2013,17,2010,17.6,73.8,2,10,23,15,4,0,0,37,86
17.414521,73.714773,1000.0,11,2022,19,2020,17.4,73.7,2,0,2,19,1,3,1,51,307
17.409299,73.728282,200.0,4,1962,27,1960,17.4,73.7,2,0,2,6,4,3,2,51,141
17.423079,73.709417,1500.0,1,2019,18,2010,17.4,73.7,2,0,2,19,4,3,3,51,388
17.504987,73.824313,1000.0,1,2012,20,2010,17.5,73.8,2,0,2,6,4,0,3,20,50
17.406736,73.745634,1500.0,9,2023,1,2020,17.4,73.7,2,0,2,45,4,3,0,51,322
17.714338,73.682243,1000.0,10,2014,19,2010,17.7,73.7,0,3,4,25,4,0,1,8,15
17.782705,73.729033,209.0,10,2003,11,2000,17.8,73.7,2,10,23,15,4,0,1,7,8
17.428533,73.730464,1500.0,1,1957,7,1950,17.4,73.7,2,0,2,47,4,3,3,51,388
17.700865,73.819366,1944.0,10,2022,10,2020,17.7,73.8,2,0,2,19,4,0,1,40,200
17.428522,73.741588,1500.0,7,2023,17,2020,17.4,73.7,2,10,23,24,4,3,0,51,505
17.739174,73.85,1000.0,6,2012,14,2010,17.7,73.8,2,9,16,30,4,0,0,40,84
17.70594,73.469411,1000.0,10,1962,7,1960,17.7,73.5,1,8,9,44,4,3,1,7,73
17.724748,73.496755,1000.0,10,1962,11,1960,17.7,73.5,1,8,9,44,4,3,1,7,73
17.421451,73.737032,1500.0,10,1962,17,1960,17.4,73.7,2,0,2,19,4,3,1,51,383
17.39198,73.708225,200.0,10,2013,9,2010,17.4,73.7,2,0,2,6,4,3,1,51,383
17.404375,73.750298,1000.0,12,2024,9,2020,17.4,73.8,2,0,12,32,4,3,3,31,88
17.550915,73.470111,1000.0,7,2022,28,2020,17.6,73.5,2,10,23,15,4,3,0,29,74
17.397137,73.723369,3.0,7,2003,13,2000,17.4,73.7,2,0,2,19,4,0,0,51,505
17.542599,73.526591,1000.0,8,2012,10,2010,17.5,73.5,1,1,3,42,1,0,0,37,84
17.405874,73.719846,1500.0,1,2003,12,2000,17.4,73.7,2,0,2,45,4,3,3,51,388
17.485541,73.699918,1000.0,6,2014,7,2010,17.5,73.7,2,0,2,19,4,0,0,15,13
17.456462,73.705512,312.0,9,2022,13,2020,17.5,73.7,2,9,15,10,4,0,0,15,25
17.588017,73.85,5091.0,12,1962,21,1960,17.6,73.8,2,9,7,29,4,0,3,37,156
17.73006,73.829122,1000.0,12,2014,14,2010,17.7,73.8,2,10,23,24,4,3,3,40,174
17.580796,73.839637,1000.0,7,1962,29,1960,17.6,73.8,2,10,23,0,4,0,0,37,179
17.396465,73.709097,200.0,7,2022,23,2020,17.4,73.7,2,0,2,6,4,3,0,51,505
17.514142,73.792011,75.0,3,1962,27,1960,17.5,73.8,2,10,23,0,4,0,2,20,15
17.602053,73.85,5091.0,9,2014,27,2010,17.6,73.8,2,0,2,19,4,0,0,37,146
17.62349,73.8078,357.0,4,1954,12,1950,17.6,73.8,2,10,23,65,4,0,2,37,56
17.67715,73.51549,1000.0,7,2017,18,2010,17.7,73.5,2,12,8,40,1,3,0,7,54
17.420415,73.704836,200.0,1,2010,10,2010,17.4,73.7,2,0,2,6,4,3,3,51,388
17.696056,73.517711,1000.0,12,2015,1,2010,17.7,73.5,2,12,8,62,6,2,3,7,53
17.498202,73.823837,1000.0,11,2024,13,2020,17.5,73.8,1,2,10,34,4,3,1,20,44
17.718901,73.824411,3152.0,11,2022,25,2020,17.7,73.8,2,10,23,65,5,0,1,40,127
17.734252,73.815679,1000.0,5,2015,17,2010,17.7,73.8,2,12,8,40,6,2,2,40,76
17.433979,73.553521,1000.0,5,2014,20,2010,17.4,73.6,5,5,20,52,4,3,2,10,7
17.412015,73.72327,1000.0,12,2024,7,2020,17.4,73.7,2,0,12,32,4,3,3,51,503
17.403282,73.716609,1500.0,12,1962,19,1960,17.4,73.7,2,10,23,63,4,3,3,51,503
17.406324,73.703687,200.0,12,2025,16,2020,17.4,73.7,2,0,2,6,4,3,3,51,503
17.527669,73.508075,1000.0,12,2006,22,2000,17.5,73.5,1,1,3,1,1,0,3,37,145
17.732961,73.475227,1000.0,12,2025,1,2020,17.7,73.5,1,8,9,44,4,3,3,7,53
17.406572,73.735859,1000.0,1,2014,7,2010,17.4,73.7,2,0,12,32,4,3,3,51,388
17.693925,73.53087,1000.0,4,2018,29,2010,17.7,73.5,2,12,8,62,6,2,2,7,17
17.404329,73.704012,1000.0,3,2018,23,2010,17.4,73.7,2,12,8,18,6,2,2,51,73
17.73676,73.804539,1000.0,6,2015,23,2010,17.7,73.8,2,9,6,9,4,0,0,40,84
17.440451,73.843608,2597.0,7,1957,28,1950,17.4,73.8,2,9,6,9,4,0,0,31,94
17.584883,73.842812,204.0,12,2015,28,2010,17.6,73.8,1,1,3,55,4,0,3,37,156
17.569209,73.477497,1000.0,7,2014,13,2010,17.6,73.5,2,0,2,19,4,3,0,29,74
17.400112,73.704548,200.0,8,1954,21,1950,17.4,73.7,2,0,12,32,4,3,0,51,218
17.534091,73.549408,1000.0,9,2025,28,2020,17.5,73.5,2,12,18,3,4,3,0,37,106
17.680345,73.508093,1000.0,10,2024,20,2020,17.7,73.5,2,12,14,12,4,3,1,7,73
17.584447,73.81385,30.0,3,2018,15,2010,17.6,73.8,2,10,23,24,4,3,2,37,35
17.710033,73.473851,1000.0,7,2012,13,2010,17.7,73.5,1,8,9,44,4,3,0,7,54
17.630898,73.79008,6575.0,5,2025,31,2020,17.6,73.8,2,10,23,0,4,0,2,37,65
17.437529,73.843536,1000.0,4,2014,23,2010,17.4,73.8,2,0,2,19,4,0,2,31,27
17.678732,73.513037,1000.0,6,1954,20,1950,17.7,73.5,2,12,8,40,6,2,0,7,29
17.597756,73.844226,1000.0,7,2019,19,2010,17.6,73.8,2,10,23,0,4,0,0,37,179
17.545535,73.607458,30732.0,6,2011,20,2010,17.5,73.6,2,9,6,22,5,0,0,13,4
17.546741,73.508664,1601005.0,8,2018,18,2010,17.5,73.5,2,10,23,15,4,0,0,37,84
17.711007,73.82717,1000.0,7,2025,10,2020,17.7,73.8,2,12,8,40,4,3,0,40,210
17.722026,73.813627,1000.0,1,1962,23,1960,17.7,73.8,2,0,2,19,4,0,3,40,168
17.51921,73.510398,31.0,6,2018,7,2010,17.5,73.5,2,10,23,20,4,0,0,37,68
17.731379,73.804875,5604.0,8,2013,16,2010,17.7,73.8,2,9,6,9,4,0,0,40,105
17.346746,73.825221,1000.0,4,2022,28,2020,17.3,73.8,2,12,18,51,4,3,2,4,7
17.385033,73.730865,1000.0,12,2022,12,2020,17.4,73.7,2,9,15,10,4,0,3,51,503
17.712186,73.818281,1000.0,5,1954,22,1950,17.7,73.8,1,1,17,7,1,3,2,40,76
17.41475,73.733762,200.0,12,2025,10,2020,17.4,73.7,2,0,12,32,4,3,3,51,503
17.550182,73.500765,112.0,11,2003,28,2000,17.6,73.5,2,9,16,50,4,0,1,29,58
17.569215,73.515708,1601005.0,11,2023,7,2020,17.6,73.5,2,10,23,15,4,0,1,29,58
17.730029,73.837185,994.0,6,2013,13,2010,17.7,73.8,2,10,23,65,4,0,0,40,84
17.461312,73.85,1000.0,12,2003,18,2000,17.5,73.8,1,2,1,53,4,3,3,20,70
17.737074,73.806899,993.0,7,2022,10,2020,17.7,73.8,2,0,2,37,4,0,0,40,210
17.725377,73.796708,100.0,11,2022,11,2020,17.7,73.8,1,1,3,35,1,0,1,40,127
17.404828,73.694908,1000.0,9,2014,13,2010,17.4,73.7,2,0,2,47,4,0,0,51,322
17.395727,73.712511,200.0,8,2019,18,2010,17.4,73.7,2,0,12,32,4,3,0,51,218
17.731366,73.827555,30.0,10,2010,21,2010,17.7,73.8,2,10,23,24,4,3,1,40,200
17.387398,73.717862,1000.0,8,2011,17,2010,17.4,73.7,2,9,15,10,4,3,0,51,218
17.434751,73.734723,1000.0,1,2024,10,2020,17.4,73.7,2,10,23,15,4,0,3,51,388
17.417065,73.712216,200.0,7,1962,4,1960,17.4,73.7,2,0,2,6,4,3,0,51,505
17.529795,73.837702,30732.0,12,1914,20,1910,17.5,73.8,2,10,23,63,4,0,3,20,70
17.526802,73.536386,1000.0,10,2015,24,2010,17.5,73.5,2,12,8,18,6,2,1,37,138
17.417726,73.711617,200.0,11,2011,27,2010,17.4,73.7,2,0,2,6,4,3,1,51,307
17.410761,73.725634,1500.0,11,2018,27,2010,17.4,73.7,2,0,2,19,4,3,1,51,307
17.408408,73.591637,1000.0,11,2015,3,2010,17.4,73.6,5,5,20,52,4,3,1,10,14
17.413527,73.710409,1500.0,8,2020,12,2020,17.4,73.7,2,0,2,47,4,3,0,51,218
17.430579,73.718688,30.0,12,1954,13,1950,17.4,73.7,2,10,23,24,4,3,3,51,503
17.412588,73.59637,1000.0,10,2007,21,2000,17.4,73.6,5,5,20,52,4,3,1,10,26
17.613965,73.85,1000.0,10,1953,22,1950,17.6,73.8,2,0,2,47,4,3,1,37,165
17.590283,73.85,5091.0,9,2015,7,2010,17.6,73.8,2,10,23,65,4,0,0,37,146
17.672724,73.514159,1000.0,11,2008,2,2000,17.7,73.5,2,12,14,12,4,3,1,7,32
17.598543,73.825961,4151.0,4,2013,1,2010,17.6,73.8,2,0,2,41,4,0,2,37,56
17.397351,73.703541,200.0,7,2016,17,2010,17.4,73.7,2,0,2,41,4,3,0,51,505
17.673597,73.49573,1000.0,12,1957,23,1950,17.7,73.5,2,12,8,40,1,3,3,7,53
17.43135,73.732312,1069.0,9,2022,30,2020,17.4,73.7,2,10,23,63,4,0,0,51,322
17.538402,73.471383,1000.0,8,2025,1,2020,17.5,73.5,2,0,2,19,4,3,0,37,84
17.534894,73.51511,1000.0,4,1957,13,1950,17.5,73.5,1,1,3,55,1,0,2,37,57
17.418278,73.760036,1000.0,1,2022,1,2020,17.4,73.8,2,10,23,49,4,0,3,31,50
17.523347,73.546133,1000.0,1,1962,13,1960,17.5,73.5,2,12,22,36,6,2,3,37,128
17.554023,73.469646,1000.0,1,2015,13,2010,17.6,73.5,2,0,2,19,4,3,3,29,65
17.392138,73.719971,200.0,5,1989,20,1980,17.4,73.7,2,0,12,32,4,3,2,51,161
17.393216,73.735758,1000.0,4,2017,9,2010,17.4,73.7,2,0,12,32,4,3,2,51,141
17.393746,73.730023,30.0,11,2013,2,2010,17.4,73.7,2,10,23,24,4,3,1,51,307
17.434029,73.739657,1500.0,10,1989,7,1980,17.4,73.7,2,0,2,47,4,3,1,51,383
17.701216,73.812228,1000.0,9,2024,21,2020,17.7,73.8,2,12,8,40,4,3,0,40,181
17.417348,73.732632,200.0,5,2025,17,2020,17.4,73.7,2,0,12,32,4,3,2,51,161
17.765007,73.736711,229.0,12,2024,13,2020,17.8,73.7,2,9,16,50,4,0,3,7,21
17.467409,73.837835,1000.0,12,2025,1,2020,17.5,73.8,2,12,8,40,6,2,3,20,70
17.3916,73.737363,1000.0,12,1957,7,1950,17.4,73.7,2,0,2,6,4,0,3,51,503
17.442401,73.660696,1000.0,1,2008,29,2000,17.4,73.7,2,12,8,40,6,2,3,51,388
17.602644,73.833788,4151.0,6,2003,8,2000,17.6,73.8,6,12,23,62,1,0,0,37,86
17.447492,73.701411,312.0,3,2015,15,2010,17.4,73.7,2,9,15,10,4,0,2,51,73
17.554174,73.505807,31.0,6,1962,16,1960,17.6,73.5,2,0,2,37,4,0,0,29,37
17.410455,73.738918,1500.0,12,1989,5,1980,17.4,73.7,2,10,23,15,4,3,3,51,503
17.699448,73.8164,3152.0,1,2022,8,2020,17.7,73.8,2,10,23,65,5,0,3,40,168
17.595203,73.828934,30.0,12,2024,13,2020,17.6,73.8,2,10,23,0,4,3,3,37,156
17.564773,73.844203,1000.0,9,2024,28,2020,17.6,73.8,2,10,23,0,4,0,0,37,146
17.432137,73.818933,1000.0,7,2014,10,2010,17.4,73.8,2,12,8,40,6,2,0,31,94
17.515725,73.540879,1000.0,7,2014,28,2010,17.5,73.5,2,12,18,3,6,2,0,37,174
17.386322,73.721159,3.06,11,2015,7,2010,17.4,73.7,2,9,16,50,4,3,1,51,307
17.450963,73.816567,1000.0,8,2020,31,2020,17.5,73.8,2,0,2,6,4,0,0,20,32
17.711765,73.698809,122.0,7,2016,28,2010,17.7,73.7,2,10,23,49,4,0,0,8,21
17.572172,73.809051,30.0,4,2011,21,2010,17.6,73.8,2,10,23,24,4,3,2,37,56
17.384757,73.702663,1000.0,12,2025,17,2020,17.4,73.7,2,9,15,10,4,3,3,51,503
17.701855,73.499739,1000.0,4,2025,7,2020,17.7,73.5,2,12,8,14,4,3,2,7,17
17.412093,73.471395,30732.0,6,2013,17,2010,17.4,73.5,2,4,23,16,4,0,0,6,5
17.386636,73.740364,200.0,2,2012,7,2010,17.4,73.7,2,0,2,6,4,3,3,51,24
17.729346,73.487237,1000.0,5,2016,18,2010,17.7,73.5,1,8,9,44,4,3,2,7,23
17.534855,73.489131,1000.0,10,2021,29,2020,17.5,73.5,2,10,23,15,5,3,1,37,138
17.554621,73.477794,1000.0,5,1952,8,1950,17.6,73.5,2,0,2,19,4,3,2,29,34
17.728254,73.806353,1000.0,9,2020,22,2020,17.7,73.8,4,12,11,4,1,1,0,40,181
17.409679,73.733823,200.0,11,2017,1,2010,17.4,73.7,2,0,2,6,4,3,1,51,307
17.680403,73.501556,1000.0,8,2024,27,2020,17.7,73.5,2,12,14,12,4,3,0,7,35
17.424252,73.74056,1000.0,4,2014,28,2010,17.4,73.7,2,10,23,24,4,3,2,51,141
17.395197,73.673223,1000.0,7,2024,13,2020,17.4,73.7,2,10,23,15,4,0,0,51,505
17.448171,73.828162,1000.0,7,2016,7,2010,17.4,73.8,2,0,2,19,4,0,0,31,94
17.406232,73.722803,200.0,7,2018,7,2010,17.4,73.7,2,0,12,32,4,3,0,51,505
17.517297,73.529825,1000.0,10,2007,10,2000,17.5,73.5,2,12,18,3,4,3,1,37,138
17.410609,73.743975,1000.0,12,1962,10,1960,17.4,73.7,2,0,12,32,4,3,3,51,503
17.347003,73.801164,1000.0,1,2025,16,2020,17.3,73.8,2,12,8,40,4,3,3,4,6
17.668382,73.505836,1000.0,6,2023,29,2020,17.7,73.5,2,12,14,12,6,2,0,7,29
17.712598,73.792732,8.0,9,2016,20,2010,17.7,73.8,2,10,23,65,4,0,0,40,181
17.445466,73.831611,776.0,7,1962,31,1960,17.4,73.8,2,10,23,15,4,0,0,31,94
17.601102,73.844611,204.0,7,2024,20,2020,17.6,73.8,1,8,9,23,4,0,0,37,179
17.586913,73.842983,30.0,5,2022,29,2020,17.6,73.8,2,10,23,24,4,3,2,37,65
17.560292,73.464488,1000.0,8,2004,20,2000,17.6,73.5,2,10,23,49,4,3,0,29,37
17.449235,73.68853,312.0,12,2024,3,2020,17.4,73.7,2,9,15,10,4,0,3,51,503
17.517828,73.85,1000.0,9,2015,17,2010,17.5,73.8,2,10,23,0,4,0,0,20,58
17.520604,73.503157,1000.0,1,2011,8,2010,17.5,73.5,1,1,3,1,1,0,3,37,128
17.420619,73.538659,1000.0,12,1953,12,1950,17.4,73.5,5,5,20,52,4,3,3,6,11
17.417527,73.733275,200.0,10,2003,7,2000,17.4,73.7,2,0,2,6,4,3,1,51,383
17.523773,73.502704,50000.0,10,2015,13,2010,17.5,73.5,1,1,3,1,1,0,1,37,138
17.454673,73.834572,1000.0,9,2022,10,2020,17.5,73.8,2,12,8,40,6,2,0,20,58
17.724179,73.800703,205.0,7,2022,29,2020,17.7,73.8,2,9,15,10,4,0,0,40,210
17.538365,73.498036,1000.0,10,1954,13,1950,17.5,73.5,2,10,23,24,4,3,1,37,138
17.51629,73.514381,31.0,9,2010,1,2010,17.5,73.5,2,0,2,37,4,0,0,37,106
17.578808,73.49822,112.0,9,2010,7,2010,17.6,73.5,2,9,16,50,4,0,0,29,60
17.42202,73.812736,776.0,10,2014,22,2010,17.4,73.8,2,10,23,15,4,0,1,31,55
17.412566,73.662504,1000.0,10,2011,5,2010,17.4,73.7,2,12,8,40,4,3,1,51,383
17.707168,73.809854,1000.0,10,2013,6,2010,17.7,73.8,2,10,23,24,4,3,1,40,200
17.402115,73.745007,1500.0,6,1962,5,1960,17.4,73.7,2,0,2,19,4,3,0,51,219
17.421954,73.723205,100.0,9,2022,7,2020,17.4,73.7,2,0,12,32,4,3,0,51,322
17.569466,73.472507,1000.0,9,2011,11,2010,17.6,73.5,2,0,2,19,4,3,0,29,60
17.393187,73.720315,200.0,1,2016,29,2010,17.4,73.7,2,0,2,6,4,3,3,51,388
17.480841,73.827768,743.0,9,1954,28,1950,17.5,73.8,2,9,6,9,4,0,0,20,58
17.407827,73.712861,200.0,7,2020,10,2020,17.4,73.7,2,0,2,6,4,3,0,51,505
17.396679,73.720615,1000.0,7,2008,14,2000,17.4,73.7,2,10,23,24,4,3,0,51,505
17.444811,73.815514,1000.0,7,1962,7,1960,17.4,73.8,2,12,8,40,4,3,0,31,94
17.42158,73.741475,1500.0,10,2020,25,2020,17.4,73.7,2,0,2,6,4,3,1,51,383
17.729551,73.806656,30.0,1,2016,19,2010,17.7,73.8,2,10,23,24,4,3,3,40,168
17.576858,73.484404,204.0,1,2014,10,2010,17.6,73.5,2,0,2,19,4,0,3,29,65
17.692876,73.522104,1000.0,10,2022,13,2020,17.7,73.5,2,12,8,62,6,2,1,7,73
17.415352,73.711353,1069.0,12,2022,12,2020,17.4,73.7,2,10,23,63,4,0,3,51,503
17.580652,73.820027,1000.0,12,1989,25,1980,17.6,73.8,2,10,23,0,4,0,3,37,156
17.577356,73.828524,1000.0,5,2024,20,2020,17.6,73.8,2,10,23,15,4,0,2,37,65
17.383224,73.72427,200.0,6,2015,6,2010,17.4,73.7,2,0,2,6,4,3,0,51,219
17.369546,73.714095,1000.0,10,2016,1,2010,17.4,73.7,2,12,8,40,6,2,1,51,383
17.703615,73.837776,5604.0,7,2024,19,2020,17.7,73.8,2,9,6,9,4,0,0,40,210
17.553092,73.496712,1000.0,8,1962,12,1960,17.6,73.5,2,0,2,19,4,3,0,29,37
17.396073,73.716614,200.0,1,1962,17,1960,17.4,73.7,2,0,2,6,4,3,3,51,388
17.735768,73.468884,1000.0,7,2022,29,2020,17.7,73.5,1,8,9,44,4,3,0,7,54
17.516221,73.550222,30732.0,11,2019,23,2010,17.5,73.6,2,4,23,16,4,0,1,13,11
17.35775,73.796248,1000.0,9,1997,27,1990,17.4,73.8,2,12,8,40,4,3,0,31,70
17.725262,73.801293,1000.0,12,2022,1,2020,17.7,73.8,2,12,8,40,4,3,3,40,174
17.441806,73.721326,1500.0,5,2022,9,2020,17.4,73.7,2,0,2,47,4,3,2,51,161
17.771891,73.737415,209.0,10,2008,13,2000,17.8,73.7,2,10,23,15,4,0,1,7,8
17.456539,73.699685,15.0,7,2022,25,2020,17.5,73.7,2,10,23,15,4,0,0,15,27
17.526718,73.515853,1000.0,11,2024,3,2020,17.5,73.5,1,1,3,17,0,0,1,37,114
17.395888,73.735552,30.0,3,2007,12,2000,17.4,73.7,2,10,23,24,4,3,2,51,73
17.40618,73.584467,1000.0,3,2022,5,2020,17.4,73.6,5,5,20,52,0,3,2,10,3
17.53957,73.527565,1000.0,6,1962,20,1960,17.5,73.5,1,1,3,48,0,0,0,37,68
17.417258,73.710776,1000.0,4,2020,17,2020,17.4,73.7,1,8,9,23,4,0,2,51,141
17.390386,73.731354,1000.0,10,2016,10,2010,17.4,73.7,2,9,15,10,4,0,1,51,383
17.434973,73.705275,312.0,10,2024,19,2020,17.4,73.7,2,9,15,10,4,0,1,51,383
17.710025,73.680748,1000.0,12,2013,5,2010,17.7,73.7,0,3,4,25,4,0,3,8,29
17.463196,73.775807,30732.0,5,1954,27,1950,17.5,73.8,2,9,5,5,4,0,2,20,18
17.734325,73.811263,30.0,10,2025,22,2020,17.7,73.8,2,10,23,24,4,3,1,40,200
17.703518,73.579068,207.0,6,2023,20,2020,17.7,73.6,1,8,9,23,4,0,0,4,5
17.734512,73.822709,1000.0,6,2016,9,2010,17.7,73.8,1,1,17,7,6,2,0,40,84
17.744896,73.818001,205.0,9,2003,9,2000,17.7,73.8,2,9,15,10,4,0,0,40,181
17.402024,73.733518,1500.0,12,2024,31,2020,17.4,73.7,2,0,2,47,4,3,3,51,503
17.411407,73.73122,1500.0,9,2022,2,2020,17.4,73.7,2,0,2,19,4,3,0,51,322
17.709668,73.470836,1000.0,12,1964,12,1960,17.7,73.5,1,8,9,44,4,3,3,7,53
17.54178,73.530798,1000.0,8,2023,29,2020,17.5,73.5,2,10,23,15,4,0,0,37,84
17.517973,73.501547,1000.0,12,2024,23,2020,17.5,73.5,1,1,3,1,1,0,3,37,145
17.346701,73.815216,1000.0,7,1953,13,1950,17.3,73.8,2,12,8,40,4,3,0,4,10
17.41113,73.659802,1000.0,7,2020,17,2020,17.4,73.7,2,12,8,40,6,2,0,51,505
17.531794,73.50489,1000.0,9,2018,2,2010,17.5,73.5,1,1,3,1,1,0,0,37,106
17.674537,73.498815,1000.0,9,2015,22,2010,17.7,73.5,2,12,8,40,6,2,0,7,38
17.444142,73.813242,1000.0,8,2022,20,2020,17.4,73.8,2,10,23,24,4,0,0,31,33
