lat_grid,lon_grid,day,month,year,decade,season_enc,coordinateUncertaintyInMeters,species_richness,order_enc,family_enc,class_enc,taxonRank_enc,basisOfRecord_enc,decimalLatitude,decimalLongitude,plant_sighting_density
17.7,73.8,18,9,2011,2010,3,3152.0,232,13,40,1,2,0,17.714987,73.812498,6544
17.7,73.8,21,9,2003,2000,3,244.0,232,2,59,0,2,0,17.719605,73.818093,6544
17.7,73.8,9,9,2007,2000,3,3152.0,232,1,5,1,2,0,17.714987,73.812498,6544
17.7,73.8,21,9,2003,2000,3,244.0,232,14,41,1,2,0,17.719605,73.818093,6544
17.7,73.8,21,9,2003,2000,3,244.0,232,1,5,1,2,0,17.719605,73.818093,6544
17.7,73.8,12,9,2009,2000,3,3152.0,232,27,45,1,2,0,17.714987,73.812498,6544
17.7,73.8,22,8,2004,2000,2,244.0,232,14,41,1,2,0,17.716826,73.810368,6544
17.7,73.8,21,9,2008,2000,3,3152.0,232,14,41,1,2,0,17.714987,73.812498,6544
17.7,73.8,21,9,2003,2000,3,244.0,232,2,59,0,2,0,17.719605,73.818093,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,14,60,1,2,0,17.720831,73.823716,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,11,35,1,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2017,2010,3,33.0,232,11,35,1,2,0,17.72672,73.822942,6544
17.7,73.8,29,9,2017,2010,3,258.0,232,10,12,1,2,0,17.726721,73.822937,6544
17.7,73.8,26,9,2015,2010,3,3152.0,232,14,60,1,2,0,17.714987,73.812498,6544
17.6,73.8,10,2,2018,2010,0,16511.0,81,14,0,1,2,0,17.644919,73.769804,884
17.7,73.8,29,9,2017,2010,3,33.0,232,14,0,1,2,0,17.726718,73.822941,6544
17.7,73.8,29,9,2017,2010,3,1032.0,232,8,25,0,2,0,17.726725,73.82294,6544
17.7,73.8,19,9,2010,2010,3,993.0,232,14,60,1,2,0,17.720831,73.823716,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,10,12,1,2,0,17.722701,73.837199,6544
17.6,73.8,10,2,2018,2010,0,6627.0,81,14,0,1,2,0,17.643114,73.777203,884
17.7,73.8,29,9,2017,2010,3,33.0,232,8,25,0,2,0,17.726723,73.82294,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,11,35,1,2,0,17.720831,73.823716,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,14,0,1,2,0,17.722701,73.837199,6544
17.7,73.8,24,5,2015,2010,1,3669.0,232,8,25,0,2,0,17.713059,73.810138,6544
17.7,73.8,18,9,2011,2010,3,3152.0,232,11,35,1,2,0,17.714987,73.812498,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,14,0,1,2,0,17.393135,73.668061,941
17.7,73.8,18,9,2011,2010,3,3152.0,232,1,5,1,2,0,17.714987,73.812498,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,11,35,1,2,0,17.720831,73.823716,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,14,0,1,2,0,17.722701,73.837199,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,11,35,1,2,0,17.720831,73.823716,6544
17.8,73.8,2,10,2011,2010,3,30716.0,34,32,89,0,2,0,17.779986,73.812891,205
17.7,73.8,2,10,2011,2010,3,378.0,232,8,25,0,2,0,17.721859,73.823285,6544
17.7,73.8,17,9,2010,2010,3,3152.0,232,14,60,1,2,0,17.714987,73.812498,6544
17.7,73.8,19,9,2010,2010,3,3152.0,232,14,41,1,2,0,17.714987,73.812498,6544
17.7,73.8,16,9,2019,2010,3,298.0,232,14,0,1,2,0,17.722701,73.837199,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2010,2010,3,993.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2010,2010,3,3152.0,232,11,35,1,2,0,17.714987,73.812498,6544
17.7,73.8,19,9,2015,2010,3,378.0,232,11,35,1,2,0,17.721859,73.823285,6544
17.7,73.8,2,10,2012,2010,3,993.0,232,14,43,1,2,0,17.720831,73.823716,6544
17.7,73.8,7,6,2013,2010,2,993.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,25,75,1,2,0,17.720831,73.823716,6544
17.7,73.8,7,6,2013,2010,2,993.0,232,17,34,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,378.0,232,8,25,0,2,0,17.721859,73.823285,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,10,12,1,2,0,17.720831,73.823716,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,14,41,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,993.0,232,14,0,1,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2020,2020,3,1052.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2020,2020,3,549.0,232,14,60,1,2,0,17.729671,73.765343,6544
17.7,73.8,18,9,2020,2020,3,1052.0,232,15,23,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2020,2020,3,549.0,232,10,12,1,2,0,17.723505,73.813202,6544
17.7,73.8,18,9,2020,2020,3,549.0,232,2,59,0,2,0,17.717815,73.813759,6544
17.7,73.8,18,9,2020,2020,3,2042.0,232,2,59,0,2,0,17.718024,73.824658,6544
17.7,73.8,18,9,2020,2020,3,549.0,232,11,35,1,2,0,17.723505,73.813202,6544
17.7,73.8,18,9,2020,2020,3,795.0,232,12,6,1,2,0,17.715307,73.813348,6544
17.7,73.8,1,7,2012,2010,2,993.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2020,2020,3,1052.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,1,5,1,2,0,17.720831,73.823716,6544
17.7,73.8,2,10,2016,2010,3,1944.0,232,11,35,1,2,0,17.717781,73.825108,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,8,25,0,2,0,17.73611,73.813087,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,4,15,1,2,0,17.73611,73.813087,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,26,18,1,2,0,17.376395,73.709018,941
17.7,73.8,4,10,2015,2010,3,5452.0,232,18,48,1,2,0,17.73611,73.813087,6544
17.7,73.8,22,9,2013,2010,3,993.0,232,6,1,1,2,0,17.720831,73.823716,6544
17.6,73.8,29,9,2011,2010,3,30716.0,81,32,89,0,2,0,17.632954,73.830848,884
17.7,73.8,29,9,2011,2010,3,993.0,232,17,44,1,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2015,2010,3,378.0,232,10,12,1,2,0,17.721859,73.823285,6544
17.7,73.8,26,9,2015,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2011,2010,3,378.0,232,3,11,1,2,0,17.721859,73.823285,6544
17.4,73.7,11,9,2016,2010,3,1069.0,112,2,59,0,2,0,17.39189,73.740431,941
17.7,73.8,9,10,2012,2010,3,993.0,232,3,52,1,2,0,17.720831,73.823716,6544
17.7,73.8,30,8,2019,2010,2,300.0,232,10,12,1,2,0,17.719722,73.823611,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,19,24,1,2,0,17.426886,73.662675,941
17.7,73.8,26,9,2015,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2010,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,14,60,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,1,10,2011,2010,3,378.0,232,25,75,1,2,0,17.721859,73.823285,6544
17.7,73.8,1,10,2011,2010,3,378.0,232,3,11,1,2,0,17.721859,73.823285,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2016,2010,3,3152.0,232,2,10,0,2,0,17.714987,73.812498,6544
17.7,73.8,2,10,2011,2010,3,378.0,232,3,52,1,2,0,17.721859,73.823285,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,21,9,2013,2010,3,993.0,232,25,75,1,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2011,2010,3,155.0,232,6,31,1,2,0,17.73611,73.813087,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2015,2010,3,378.0,232,12,6,1,2,0,17.721859,73.823285,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,1,5,1,2,0,17.720831,73.823716,6544
17.7,73.8,20,9,2015,2010,3,3152.0,232,14,41,1,2,0,17.714987,73.812498,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,22,9,2013,2010,3,993.0,232,25,75,1,2,0,17.720831,73.823716,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2010,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,22,9,2013,2010,3,993.0,232,14,41,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,14,41,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,378.0,232,6,31,1,2,0,17.721859,73.823285,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,378.0,232,3,52,1,2,0,17.721859,73.823285,6544
17.7,73.8,2,10,2011,2010,3,378.0,232,14,41,1,2,0,17.721859,73.823285,6544
17.7,73.8,19,9,2015,2010,3,378.0,232,12,6,1,2,0,17.721859,73.823285,6544
17.7,73.8,2,10,2011,2010,3,378.0,232,15,23,0,2,0,17.721859,73.823285,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,10,12,1,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,27,9,2015,2010,3,3152.0,232,10,12,1,2,0,17.714987,73.812498,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,21,9,2003,2000,3,244.0,232,2,59,0,2,0,17.719605,73.818093,6544
17.7,73.8,24,9,2011,2010,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2011,2010,3,3152.0,232,10,12,1,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2011,2010,3,3152.0,232,10,12,1,2,0,17.714987,73.812498,6544
17.5,73.5,17,6,2017,2010,2,5321.0,30,2,59,0,2,0,17.531904,73.515134,221
17.7,73.8,28,9,2019,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,20,9,2015,2010,3,378.0,232,14,0,1,2,0,17.721859,73.823285,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,15,23,0,2,0,17.720831,73.823716,6544
17.7,73.8,20,9,2015,2010,3,378.0,232,14,41,1,2,0,17.721859,73.823285,6544
17.7,73.8,2,9,2013,2010,3,378.0,232,2,59,0,2,0,17.721859,73.823285,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,14,43,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,22,9,2012,2010,3,155.0,232,8,25,0,2,0,17.73611,73.813087,6544
17.7,73.8,2,9,2013,2010,3,378.0,232,15,23,0,2,0,17.721859,73.823285,6544
17.7,73.8,19,9,2015,2010,3,378.0,232,12,6,1,2,0,17.721859,73.823285,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,1,5,1,2,0,17.720831,73.823716,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,20,9,2015,2010,3,378.0,232,14,0,1,2,0,17.721859,73.823285,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,8,25,0,2,0,17.714987,73.812498,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,26,9,2015,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,20,9,2015,2010,3,378.0,232,14,0,1,2,0,17.721859,73.823285,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,11,35,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,14,41,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,19,9,2015,2010,3,378.0,232,6,31,1,2,0,17.721859,73.823285,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,19,9,2015,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2011,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,16,9,2012,2010,3,244.0,232,2,59,0,2,0,17.718788,73.811741,6544
17.7,73.8,26,9,2015,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,19,9,2010,2010,3,993.0,232,3,52,1,2,0,17.720831,73.823716,6544
17.7,73.8,2,9,2013,2010,3,378.0,232,10,12,1,2,0,17.721859,73.823285,6544
17.7,73.8,26,9,2015,2010,3,3152.0,232,3,52,1,2,0,17.714987,73.812498,6544
17.7,73.8,16,9,2012,2010,3,993.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,28,9,2019,2010,3,993.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,993.0,232,17,34,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,25,9,2011,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,22,9,2013,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2011,2010,3,3152.0,232,17,44,1,2,0,17.714987,73.812498,6544
17.7,73.8,22,9,2013,2010,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,25,9,2011,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2011,2010,3,3152.0,232,3,11,1,2,0,17.714987,73.812498,6544
17.7,73.8,21,9,2003,2000,3,244.0,232,2,59,0,2,0,17.719605,73.818093,6544
17.7,73.8,10,9,2006,2000,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,25,9,2011,2010,3,3152.0,232,14,0,1,2,0,17.714987,73.812498,6544
17.7,73.8,24,9,2011,2010,3,3152.0,232,14,41,1,2,0,17.714987,73.812498,6544
17.7,73.8,9,9,2007,2000,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,22,9,2013,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2011,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,25,9,2011,2010,3,30716.0,232,0,7,0,2,0,17.719466,73.825108,6544
17.7,73.8,22,9,2013,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,9,9,2007,2000,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2010,2010,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,25,9,2011,2010,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2011,2010,3,3152.0,232,2,59,0,2,0,17.714987,73.812498,6544
17.7,73.8,16,9,2012,2010,3,244.0,232,11,35,1,2,0,17.718951,73.810711,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,14,0,1,2,0,17.393135,73.668061,941
17.7,73.8,13,9,2009,2000,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,16,9,2012,2010,3,244.0,232,12,6,1,2,0,17.71748,73.81363,6544
17.7,73.8,13,9,2009,2000,3,30716.0,232,32,89,0,2,0,17.657577,73.826329,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,19,24,1,2,0,17.42964,73.669243,941
17.7,73.8,18,9,2010,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,18,48,1,2,0,17.414535,73.667946,941
17.7,73.8,13,9,2009,2000,3,3152.0,232,30,26,1,2,0,17.714987,73.812498,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,14,0,1,2,0,17.393138,73.668055,941
17.7,73.8,18,9,2010,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,18,9,2010,2010,3,3152.0,232,14,60,1,2,0,17.714987,73.812498,6544
17.7,73.8,17,9,2010,2010,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,19,9,2010,2010,3,3152.0,232,10,12,1,2,0,17.714987,73.812498,6544
17.7,73.8,16,9,2012,2010,3,244.0,232,12,6,1,2,0,17.719769,73.812428,6544
17.7,73.8,19,9,2010,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,16,9,2012,2010,3,244.0,232,10,12,1,2,0,17.719278,73.812428,6544
17.7,73.8,17,9,2010,2010,3,3152.0,232,12,6,1,2,0,17.714987,73.812498,6544
17.7,73.8,21,9,2003,2000,3,244.0,232,6,31,1,2,0,17.719605,73.818093,6544
17.7,73.8,18,9,2010,2010,3,3152.0,232,14,41,1,2,0,17.714987,73.812498,6544
17.7,73.8,13,9,2009,2000,3,3152.0,232,6,31,1,2,0,17.714987,73.812498,6544
17.7,73.8,26,9,2018,2010,3,298.0,232,14,49,1,2,0,17.722701,73.837199,6544
17.5,73.5,17,6,2017,2010,2,488.0,30,2,59,0,2,0,17.534604,73.51362,221
17.7,73.8,9,9,2015,2010,3,263.0,232,11,35,1,2,0,17.715353,73.813251,6544
17.4,73.7,23,9,2018,2010,3,1069.0,112,2,59,0,2,0,17.39189,73.740431,941
17.4,73.7,11,9,2017,2010,3,549.0,112,3,11,1,2,0,17.399063,73.669231,941
17.7,73.8,4,10,2015,2010,3,5452.0,232,8,25,0,2,0,17.73611,73.813087,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,10,12,1,2,0,17.73611,73.813087,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,11,35,1,2,0,17.73611,73.813087,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,3,52,1,2,0,17.73611,73.813087,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,14,41,1,2,0,17.73611,73.813087,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,10,12,1,2,0,17.73611,73.813087,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,8,25,0,2,0,17.73611,73.813087,6544
17.7,73.8,26,9,2018,2010,3,298.0,232,6,31,1,2,0,17.722701,73.837199,6544
17.7,73.8,26,9,2018,2010,3,298.0,232,14,0,1,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,6,68,1,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,12,36,1,2,0,17.722701,73.837199,6544
17.7,73.7,10,2,2018,2010,0,3999.0,12,14,0,1,2,0,17.66334,73.696981,53
17.7,73.8,16,9,2019,2010,3,298.0,232,10,12,1,2,0,17.722701,73.837199,6544
17.7,73.8,26,9,2018,2010,3,298.0,232,8,25,0,2,0,17.722701,73.837199,6544
17.8,73.8,16,9,2019,2010,3,30716.0,34,32,89,0,2,0,17.796733,73.846497,205
17.7,73.8,26,9,2018,2010,3,298.0,232,9,13,1,2,0,17.722701,73.837199,6544
17.7,73.8,16,9,2019,2010,3,298.0,232,8,25,0,2,0,17.722701,73.837199,6544
17.7,73.8,16,9,2019,2010,3,298.0,232,12,36,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,8,25,0,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,1,5,1,2,0,17.722701,73.837199,6544
17.7,73.8,26,9,2018,2010,3,298.0,232,12,6,1,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,11,35,1,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,6,31,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,12,6,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,2,59,0,2,0,17.722701,73.837199,6544
17.7,73.8,26,9,2018,2010,3,298.0,232,2,59,0,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,6,31,1,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,10,12,1,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,13,40,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,15,23,0,2,0,17.722701,73.837199,6544
17.7,73.8,23,9,2019,2010,3,298.0,232,10,73,1,2,0,17.722701,73.837199,6544
17.7,73.8,2,10,2016,2010,3,1944.0,232,14,41,1,2,0,17.717781,73.825108,6544
17.7,73.8,2,10,2016,2010,3,1944.0,232,11,35,1,2,0,17.717781,73.825108,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,6,68,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,11,35,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2018,2010,3,298.0,232,9,13,1,2,0,17.722701,73.837199,6544
17.7,73.8,13,10,2012,2010,3,993.0,232,11,35,1,2,0,17.720831,73.823716,6544
17.4,73.5,12,1,2020,2020,0,549.0,23,12,6,1,2,0,17.404046,73.515276,128
17.4,73.5,22,11,2018,2010,3,5.0,23,2,9,0,2,0,17.434568,73.484262,128
17.7,73.7,10,2,2018,2010,0,3999.0,12,14,41,1,2,0,17.66334,73.696981,53
17.7,73.8,18,9,2017,2010,3,993.0,232,21,61,1,2,0,17.720831,73.823716,6544
17.7,73.8,16,4,2011,2010,1,993.0,232,20,57,1,2,0,17.720831,73.823716,6544
17.6,73.8,2,10,2017,2010,3,1054.0,81,14,60,1,2,0,17.587202,73.833039,884
17.8,73.8,29,1,2016,2010,0,673.0,34,18,48,1,2,0,17.782107,73.808087,205
17.4,73.7,19,10,2018,2010,3,549.0,112,14,37,1,2,0,17.428537,73.729106,941
17.4,73.5,29,3,2015,2010,1,549.0,23,26,32,1,2,0,17.433144,73.50499,128
17.3,73.5,23,4,2019,2010,1,549.0,10,19,24,1,2,0,17.316944,73.53833,61
17.4,73.7,11,9,2017,2010,3,549.0,112,19,24,1,2,0,17.428123,73.659386,941
17.5,73.6,11,9,2017,2010,3,549.0,23,14,14,1,2,0,17.467257,73.610672,115
17.4,73.7,11,9,2017,2010,3,549.0,112,10,12,1,2,0,17.376572,73.708405,941
17.4,73.7,11,9,2017,2010,3,549.0,112,15,23,0,2,0,17.376631,73.706116,941
17.7,73.8,4,10,2008,2000,3,549.0,232,6,31,1,2,0,17.72114,73.808823,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,14,0,1,2,0,17.393135,73.66806,941
17.4,73.7,20,12,2017,2010,0,549.0,112,3,11,1,2,0,17.393187,73.668015,941
17.4,73.7,20,12,2017,2010,0,549.0,112,18,48,1,2,0,17.414536,73.667946,941
17.4,73.7,20,12,2017,2010,0,549.0,112,19,46,1,2,0,17.405199,73.670364,941
17.4,73.7,20,12,2017,2010,0,549.0,112,14,0,1,2,0,17.393162,73.668037,941
17.4,73.7,20,12,2017,2010,0,549.0,112,14,43,1,2,0,17.405293,73.670448,941
17.4,73.7,20,12,2017,2010,0,549.0,112,31,88,1,1,0,17.376728,73.71209,941
17.4,73.7,20,12,2017,2010,0,549.0,112,26,85,1,2,0,17.376429,73.709045,941
17.4,73.8,20,12,2017,2010,0,549.0,30,6,71,1,2,0,17.350563,73.796577,100
17.7,73.8,30,9,2013,2010,3,549.0,232,10,12,1,2,0,17.724979,73.834755,6544
17.4,73.7,20,12,2017,2010,0,549.0,112,14,0,1,2,0,17.405325,73.670395,941
17.4,73.7,20,12,2017,2010,0,549.0,112,14,0,1,2,0,17.393139,73.668053,941
17.7,73.8,4,9,2011,2010,3,549.0,232,1,5,1,2,0,17.723343,73.823486,6544
17.7,73.8,4,9,2011,2010,3,549.0,232,14,43,1,2,0,17.723343,73.823486,6544
17.7,73.8,4,9,2011,2010,3,549.0,232,13,40,1,2,0,17.723343,73.823486,6544
17.7,73.8,4,9,2011,2010,3,549.0,232,10,12,1,2,0,17.723343,73.823486,6544
17.4,73.5,12,4,2015,2010,1,549.0,23,19,50,1,2,0,17.430004,73.474159,128
17.4,73.5,12,4,2015,2010,1,549.0,23,17,34,1,2,0,17.43306,73.495926,128
